X (mm)	Y (mm)	Z (mm)	tan(thetaX)	tan(thetaY)	devZ (mm)	devTanX	devTanY
-310.06134969325154	982.1176470588236	0.0	0.0	-0.0031585047987474474	0.0	0.009390279411695403	-0.0031585047987474474
-310.06134969325154	972.1764705882355	0.0	0.0	-0.0030324609144312706	0.0	0.009283498454830364	-0.0030324609144312706
-310.06134969325154	962.2352941176472	0.0	0.0	-0.002894804418455266	0.0	0.009148983002524154	-0.002894804418455266
-310.06134969325154	952.294117647059	0.0	0.0	-0.0027589177188914273	0.0	0.0089877101179685	-0.0027589177188914273
-310.06134969325154	942.3529411764707	0.0	0.0	-0.002633080281566386	0.0	0.00880245707029197	-0.002633080281566386
-310.06134969325154	932.4117647058825	0.0	0.0	-0.002520468654010273	0.0	0.008597801294494271	-0.002520468654010273
-310.06134969325154	922.4705882352941	0.0	0.0	-0.002419156485004738	0.0	0.008380120345570802	-0.002419156485004738
-310.06134969325154	912.5294117647061	0.0	0.0	-0.002322115055160671	0.0	0.008157591853208841	-0.002322115055160671
-310.06134969325154	902.5882352941177	0.0	0.0	-0.002217901478977958	0.0	0.007940193466183004	-0.002217901478977958
-310.06134969325154	892.6470588235296	0.0	0.0	-0.0020950345996011534	0.0	0.007739454522581898	-0.0020950345996011534
-310.06134969325154	882.7058823529412	0.0	0.0	-0.0019448340579366966	0.0	0.007566408921821787	-0.0019448340579366966
-310.06134969325154	872.7647058823532	0.0	0.0	-0.00176155875002086	0.0	0.0074299559203461355	-0.00176155875002086
-310.06134969325154	862.8235294117648	0.0	0.0	-0.0015424068181266002	0.0	0.007336750551983252	-0.0015424068181266002
-310.06134969325154	852.8823529411767	0.0	0.0	-0.0012875156361755497	0.0	0.007291203686187685	-0.0012875156361755497
-310.06134969325154	842.9411764705883	0.0	0.0	-0.000999961791332109	0.0	0.00729548206793174	-0.000999961791332109
-310.06134969325154	833.0000000000001	0.0	0.0	-0.0006857610664327504	0.0	0.007349508337459026	-0.0006857610664327504
-310.06134969325154	823.0588235294118	0.0	0.0	-0.0003538684294546078	0.0	0.007450961029331531	-0.0003538684294546078
