X (mm)	Y (mm)	Z (mm)	tan(thetaX)	tan(thetaY)	devZ (mm)	devTanX	devTanY
-300.0	882.7058823529412	0.0	0.0	0.0013313184281744039	0.0	0.006708152665180117	0.0013313184281744039
-300.0	872.7647058823532	0.0	0.0	0.0010989314211469706	0.0	0.006646458552679516	0.0010989314211469706
-300.0	862.8235294117648	0.0	0.0	0.0008637494579927267	0.0	0.006577947180501793	0.0008637494579927267
-300.0	852.8823529411767	0.0	0.0	0.0006356461645331907	0.0	0.006507372239656745	0.0006356461645331907
-300.0	842.9411764705883	0.0	0.0	0.0004244407124732107	0.0	0.006439036258432824	0.0004244407124732107
-300.0	833.0000000000001	0.0	0.0	0.00023925482858927325	0.0	0.006376570524525841	0.00023925482858927325
-300.0	823.0588235294118	0.0	0.0	8.78698012205878e-05	0.0	0.006322715009925237	8.78698012205878e-05
-300.0	813.1176470588236	0.0	0.0	-2.391639220644048e-05	0.0	0.00627910020658291	-2.391639220644048e-05
-300.0	803.1764705882354	0.0	0.0	-9.2879735781927e-05	0.0	0.006246105184152707	-9.2879735781927e-05
-300.0	793.2352941176472	0.0	0.0	-0.0001185216621523781	0.0	0.006222965015232573	-0.0001185216621523781
-300.0	783.2941176470589	0.0	0.0	-0.00010271753096829013	0.0	0.006208004063386499	-0.00010271753096829013
-300.0	773.3529411764707	0.0	0.0	-4.928160747936829e-05	0.0	0.006198876346031802	-4.928160747936829e-05
-300.0	763.4117647058824	0.0	0.0	3.6468521557315915e-05	0.0	0.006192805896643599	3.6468521557315915e-05
-300.0	753.4705882352943	0.0	0.0	0.00014814753285595232	0.0	0.006186827127073621	0.00014814753285595232
-300.0	743.529411764706	0.0	0.0	0.00027873795098084636	0.0	0.006178025190592931	0.00027873795098084636
-300.0	733.5882352941178	0.0	0.0	0.0004210257312378927	0.0	0.006163776345830041	0.0004210257312378927
-300.0	723.6470588235295	0.0	0.0	0.0005680358411233018	0.0	0.006141988321307956	0.0005680358411233018
-300.0	713.7058823529413	0.0	0.0	0.0007134678409120353	0.0	0.00611134065928366	0.0007134678409120353
-300.0	703.764705882353	0.0	0.0	0.0008521219414443031	0.0	0.006071508391255392	0.0008521219414443031
-300.0	693.8235294117649	0.0	0.0	0.000980159569010793	0.0	0.006023219615621545	0.000980159569010793
-300.0	683.8823529411766	0.0	0.0	0.0010950411889050675	0.0	0.005968096131060788	0.0010950411889050675
-300.0	673.9411764705884	0.0	0.0	0.0011953671038846955	0.0	0.00590845208543955	0.0011953671038846955
-300.0	664.0000000000001	0.0	0.0	0.0012807158935591156	0.0	0.005847092211938817	0.0012807158935591156
-300.0	654.0588235294119	0.0	0.0	0.0013514828535554151	0.0	0.005787110066479518	0.0013514828535554151
-300.0	644.1176470588236	0.0	0.0	0.0014087184341836248	0.0	0.005731686266964532	0.0014087184341836248
-300.0	634.1764705882355	0.0	0.0	0.0014539666785148688	0.0	0.005683886734472253	0.0014539666785148688
-300.0	624.2352941176472	0.0	0.0	0.0014891036599369017	0.0	0.005646460936142966	0.0014891036599369017
-300.0	614.294117647059	0.0	0.0	0.001516175919337896	0.0	0.005621640129157115	0.001516175919337896
-300.0	604.3529411764707	0.0	0.0	0.001537238902090965	0.0	0.005610937438672597	0.001537238902090965
-300.0	594.4117647058825	0.0	0.0	0.0015541953949843592	0.0	0.005615008213751148	0.0015541953949843592
-300.0	584.4705882352943	0.0	0.0	0.001568633963187883	0.0	0.005633686806949696	0.001568633963187883
-300.0	574.5294117647061	0.0	0.0	0.0015816673872868475	0.0	0.005666103337340502	0.0015816673872868475
-300.0	564.5882352941178	0.0	0.0	0.0015937711003690884	0.0	0.005710804281995391	0.0015937711003690884
-300.0	554.6470588235296	0.0	0.0	0.0016046234270923234	0.0	0.0057658730665105535	0.0016046234270923234
-300.0	544.7058823529413	0.0	0.0	0.0016130082483708289	0.0	0.005829050655145503	0.0016130082483708289
-300.0	534.764705882353	0.0	0.0	0.001616906066861125	0.0	0.005897856141138459	0.001616906066861125
-300.0	524.8235294117648	0.0	0.0	0.0016136730703004572	0.0	0.005969707337696631	0.0016136730703004572
-300.0	514.8823529411766	0.0	0.0	0.0016002246032783263	0.0	0.006042041370050702	0.0016002246032783263
-300.0	504.94117647058835	0.0	0.0	0.0015732186394150805	0.0	0.006112435268180684	0.0015732186394150805
-300.0	495.0000000000001	0.0	0.0	0.0015292392538774058	0.0	0.006178723212069319	0.0015292392538774058
-300.0	485.0588235294119	0.0	0.0	0.0014649800960163147	0.0	0.00623906691765246	0.0014649800960163147
-300.0	475.11764705882365	0.0	0.0	0.001377427861737633	0.0	0.006291947450150109	0.001377427861737633
